COMM_NAME,COMM_CODE,COMM_WT,Index:2012-13,Index:2013-14,Index:2014-15,Index:2015-16,Index:2016-17,Index:2017-18,Index:2018-19,Index:2019-20,Index:2020-21,Index:2021-22,Index:2022-23
Alloy steel Wire rods,1314060001,0.06671,103.0,101.6,96.75,86.65,89.55,103.94999999999999,108.45,103.1,118.15,140.2,146.9
g. Stainless Steel - Semi Finished,1314070000,0.92396,99.9,100.6,99.25,85.2,88.9,105.0,108.55000000000001,103.35,121.35,147.75,151.9
"Stainless Steel bars & rods, including flats",1314070001,0.48307,87.5,90.75,90.55,82.1,84.65,91.80000000000001,94.9,92.9,101.35,116.15,118.6
Stainless Steel Pencil Ingots/Billets/Slabs,1314070002,0.41164,113.9,111.2,108.5,87.65,92.35,119.6,123.75,114.80000000000001,143.95,184.2,190.6
"Stainless Steel Coils, Strips & Sheets",1314070003,0.02925,107.85,113.69999999999999,113.69999999999999,102.4,110.6,118.25,118.94999999999999,113.9,131.95,157.2,157.9
h. Pipes & tubes,1314080000,0.20534,103.5,106.35,107.1,105.3,110.4,120.75,126.6,125.6,138.2,164.75,175.4
Galvanized iron pipes,1314080001,0.00075,104.15,107.8,109.15,102.5,103.6,109.25,113.05000000000001,111.15,121.75,136.0,134.9
Stainless steel tubes,1314080002,0.20459,103.5,106.35,107.1,105.3,110.4,120.8,126.65,125.65,138.3,164.9,175.6
i. Manufacture of non-ferrous metals incl. precious metals,1314090000,1.69264,104.85,108.0,105.9,99.6,103.1,110.15,110.1,107.75,122.4,143.2,145.9
Copper metal/Copper Rings,1314090001,0.11676,98.5,101.0,98.6,89.95,92.65,102.55000000000001,104.65,104.25,118.8,130.55,130.2
Zinc metal/zinc blocks,1314090002,0.02265,108.0,115.75,117.5,114.19999999999999,125.25,137.7,139.0,135.0,142.05,156.7,160.5
Aluminium metal,1314090003,0.00188,107.1,111.8,115.1,107.44999999999999,108.0,111.2,109.35,108.4,118.0,139.5,142.5
Aluminium powder,1314090004,0.09148,104.55000000000001,110.25,112.25,106.0,110.5,118.80000000000001,121.35,118.45,134.2,168.75,172.4
"Lead ingots, bars, blocks, plates",1314090005,0.01906,106.80000000000001,110.44999999999999,100.7,95.5,103.8,114.45,115.4,113.05,121.89999999999999,138.10000000000002,139.9
Copper shapes - bars/rods/plates/strips,1314090006,0.62858,105.3,106.45,98.94999999999999,89.65,93.6,101.0,101.6,102.55,116.85,129.14999999999998,130.9
Aluminium alloys,1314090007,0.06796,104.8,110.85,113.95,109.65,111.75,113.95,112.9,107.7,119.5,150.35,163.9
Aluminium Disk and Circles,1314090008,0.03952,95.65,99.4,103.85,102.15,102.9,107.05,106.1,102.3,112.45,127.6,129.4
Alumnium Foil,1314090009,0.07863,103.15,107.45,113.19999999999999,112.2,113.0,115.69999999999999,116.1,113.85,125.65,149.6,155.3
Aluminium shapes - bars/rods/flats,1314090010,0.21326,106.2,109.75,112.55,108.2,110.25,116.85,116.85,112.1,124.9,150.9,154.8
Brass metal/sheet/coils,1314090011,0.01026,103.35,107.5,107.2,101.35,104.95,114.25,114.65,112.30000000000001,135.95,159.05,160.0
Aluminium ingot,1314090012,0.4026,106.35,110.85,110.95,106.7,110.8,117.9,115.55,109.7,127.5,157.05,158.9
j. Castings,1314100000,0.92451,105.75,101.15,98.9,99.75,102.95,106.55,111.55,110.69999999999999,112.75,123.4,130.7
"Cast iron, castings",1314100001,0.0555,106.75,109.55,108.7,106.85,105.94999999999999,109.05000000000001,113.1,113.5,117.55000000000001,129.65,137.1
MS castings,1314100002,0.78655,105.65,99.6,96.45,98.05,102.1,105.75,111.25,110.25,111.7,121.55,129.0
Alloy steel castings,1314100003,0.02077,105.15,110.35,114.55000000000001,112.55,115.75,120.2,126.1,128.6,131.14999999999998,147.55,157.3
Aluminium castings,1314100004,0.06169,106.25,111.1,115.85,109.55,106.95,110.19999999999999,110.35,108.25,115.05,133.05,137.5
k. Forgings of steel,1314110000,0.27051,101.65,107.05,111.6,116.75,118.2,120.0,135.7,146.0,150.1,164.45,172.4
Steel forgings - rough,1314110001,0.27051,101.65,107.05,111.6,116.75,118.2,120.0,135.7,146.0,150.1,164.45,172.4
"(O). MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND EQUIPMENT",1315000000,3.15498,102.9,104.0,106.1,105.2,106.75,111.7,115.5,115.0,121.5,134.15,139.0
a. Manufacture of structural metal products,1315010000,1.03144,106.4,105.75,106.55,103.75,103.65,108.7,113.5,113.25,118.15,127.5,132.7
"Steel pipes, tubes & poles",1315010001,0.28647,102.95,101.1,101.75,100.65,103.25,109.55000000000001,114.05,113.2,119.5,134.0,140.0
Mild steel (MS) flats & sheets,1315010002,0.14193,109.6,106.0,101.5,91.3,90.1,90.1,90.1,89.94999999999999,97.6,104.15,105.0
Metal cutting tools & accessories,1315010003,0.00124,105.30000000000001,105.05000000000001,103.30000000000001,98.6,98.69999999999999,102.9,103.3,100.3,106.0,119.1,126.1
Jigs & Fixture,1315010004,0.00541,105.15,107.25,109.1,107.95,108.30000000000001,109.30000000000001,108.45,108.4,114.9,125.45,131.1
Steel structures,1315010005,0.59281,107.35,107.85,110.1,108.15,106.94999999999999,112.69999999999999,118.95,118.85,122.45,130.15,136.0
Bracket,1315010006,0.00358,103.55,105.15,105.85,106.4,107.65,116.0,123.45,119.94999999999999,114.05,111.85,112.4
"b. Manufacture of tanks, reservoirs and containers of metal",1315020000,0.65951,102.15,102.45,106.75,108.19999999999999,114.65,125.0,126.0,124.4,139.1,158.95,161.1
Cylinders,1315020001,0.56456,101.8,101.15,105.4,107.25,114.94999999999999,126.25,126.64999999999999,124.85,140.05,160.05,161.8
Steel Container,1315020002,0.07075,103.0,110.4,115.0,113.45,112.25,117.35,123.5,122.55000000000001,137.3,158.85000000000002,163.1
Stainless steel tank,1315020003,0.0242,109.05000000000001,111.05,112.7,114.65,115.80000000000001,118.85,119.30000000000001,118.55000000000001,123.05000000000001,133.5,138.2
"c. Manufacture of steam generators, except central heating hot water boilers",1315030000,0.14462,111.4,110.94999999999999,102.9,104.80000000000001,108.25,108.0,105.0,103.05000000000001,97.85,97.25,100.5
Boilers,1315030001,0.1225,113.45,112.95,103.45,105.69999999999999,109.8,109.44999999999999,105.9,103.65,97.3,96.25,99.9
Auxiliary plant for use with boilers,1315030002,0.02212,100.1,99.95,99.95,100.0,99.95,99.95,100.0,99.95,100.85,102.65,103.5
"d. Forging, pressing, stamping and roll-forming of metal; powder metallurgy",1315040000,0.38342,94.6,95.6,98.45,97.2,92.9,92.1,98.75,98.8,103.55000000000001,125.0,135.2
Electrical stamping- Laminated or otherwise,1315040001,0.17896,90.85,89.6,99.05000000000001,101.55,92.75,90.8,93.94999999999999,89.15,97.2,132.8,149.7
Forged Steel Rings,1315040002,0.20446,97.9,100.8,97.9,93.4,93.0,93.2,102.95,107.15,109.2,118.15,122.6
"e. Manufacture of cutlery, hand tools and general hardware",1315050000,0.20758,99.25,100.55,103.80000000000001,108.05,108.85,100.9,99.95,101.2,105.0,110.0,112.2
Stainless steel utensils,1315050001,0.08546,105.0,107.05,111.1,113.35,116.95,119.35,123.85,127.15,133.64999999999998,144.35,149.5
Stainless steel razor,1315050002,0.11854,95.0,95.6,98.25,104.15,102.8,87.0,81.95,81.80000000000001,82.75,82.19999999999999,81.5
Iron/steel hinges,1315050003,0.003,104.4,108.55,111.15,112.95,116.85,127.1,129.3,127.95,167.39999999999998,227.25,258.6
"Copper bolts, screws, nuts",1315050004,0.00012,103.0,105.15,108.4,108.7,109.1,110.0,111.05000000000001,111.6,116.05,124.65,129.3
Lock/padlock,1315050005,0.00046,102.30000000000001,110.35,111.80000000000001,102.85,98.55,97.80000000000001,99.5,99.9,102.65,108.55000000000001,113.0
f. Manufacture of other fabricated metal products,1315060000,0.72841,102.30000000000001,107.0,110.2,107.95,110.5,118.0,123.85,123.8,129.3,140.05,145.0
"Bolts, screws, nuts & nails of Iron & steel",1315060001,0.18662,100.55,103.05,101.75,94.45,98.1,108.15,113.30000000000001,112.05000000000001,120.05,138.45,148.6
Hand tools,1315060002,0.27659,98.65,102.5,106.75,108.69999999999999,113.69999999999999,128.85000000000002,140.14999999999998,141.39999999999998,144.45,150.7,152.9
Iron/steel cap,1315060003,0.01294,102.80000000000001,109.55,112.80000000000001,112.25,114.6,119.15,122.65,125.4,132.95,142.8,143.0
Aluminium utensils,1315060004,0.02264,99.5,109.65,120.85,119.75,119.05,116.9,116.94999999999999,116.75,123.35,132.95,134.7
Sanitary fittings of Iron & Steel,1315060005,0.06251,107.35,116.45,123.6,117.0,111.0,91.05,86.0,86.0,90.3,99.65,107.4
Steel door,1315060006,0.0085,110.9,119.15,127.15,130.25,141.05,151.5,151.7,151.0,154.45,167.7,171.9
Hose pipes in set or otherwise,1315060007,0.09066,110.5,117.6,122.1,117.69999999999999,118.25,119.25,120.55,120.19999999999999,123.7,132.25,137.1
Pressure cooker,1315060008,0.04521,108.05,113.4,116.69999999999999,118.05,117.2,122.3,125.7,124.85,128.3,137.45,141.7
Steel drums and barrels,1315060009,0.02274,100.7,103.85,104.6,102.25,105.9,115.2,122.19999999999999,118.75,145.5,165.1,162.0
"(P). MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",1316000000,2.00875,101.75,104.55,107.7,108.2,108.94999999999999,110.85,111.3,109.95,111.05,115.1,116.6
a. Manufacture of electronic components,1316010000,0.40241,105.55,106.80000000000001,105.65,105.85,105.65,102.75,99.65,98.25,101.19999999999999,110.1,115.0
Capacitors,1316010001,0.20041,104.0,108.6,109.25,111.25,111.2,105.6,99.7,98.95,103.94999999999999,114.30000000000001,123.4
UPS in Solid State Drives,1316010002,0.12825,105.2,99.9,93.05000000000001,87.0,82.0,79.45,79.15,79.2,80.55000000000001,88.85,89.4
Electronic Printed Circuit Board (PCB)/micro circuit,1316010003,0.07375,110.2,113.95,117.85,123.94999999999999,131.85000000000002,135.7,135.14999999999998,129.64999999999998,129.7,135.55,136.7
b. Manufacture of computers and peripheral equipment,1316020000,0.33637,96.65,106.19999999999999,124.35,127.45,127.35,129.0,133.75,134.95,134.75,134.8,135.0
Personal Computer (P.C.),1316020001,0.10995,100.5,105.4,115.0,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6
Laptops,1316020002,0.19068,93.75,108.45,135.45,140.4,140.4,143.25,151.8,154.1,154.1,154.1,154.1
Computer peripherals,1316020003,0.03574,100.0,96.3,93.80000000000001,94.1,93.55000000000001,93.9,93.35,92.55,90.2,91.2,92.6
c. Manufacture of communication equipment,1316030000,0.30998,104.5,106.55000000000001,106.45,104.9,106.1,113.4,116.95,115.95,116.65,125.35,129.4
Telephone sets including mobile hand sets,1316030001,0.30578,104.5,106.65,106.55,105.0,106.25,113.65,117.3,116.35,117.1,126.0,130.1
Modems,1316030002,0.0042,100.35,97.7,95.7,95.7,95.7,95.7,91.85,84.7,82.30000000000001,79.1,80.2
d. Manufacture of consumer electronics,1316040000,0.64095,99.7,100.3,100.80000000000001,101.0,101.05,103.55,102.0,98.19999999999999,100.15,101.15,99.7
Colour TV,1316040001,0.43702,97.65,97.45,97.15,96.75,96.19999999999999,98.15,94.95,89.35,91.69999999999999,92.45,89.9
Air conditioner,1316040002,0.20393,104.25,106.45,108.55,110.1,111.45,115.15,117.1,117.25,118.25,119.65,120.6
"e. Manufacture of measuring, testing, navigating and control equipment",1316050000,0.18056,102.75,101.9,101.65,101.4,104.94999999999999,108.0,109.9,110.05,107.5,110.45,112.8
Meter (non-electrical),1316050001,0.18056,102.75,101.9,101.65,101.4,104.94999999999999,108.0,109.9,110.05,107.5,110.45,112.8
f. Manufacture of watches and clocks,1316060000,0.07551,107.45,117.19999999999999,123.4,129.7,138.3,137.8,138.05,140.35,142.8,148.14999999999998,151.2
Watch,1316060001,0.06734,106.55000000000001,115.9,121.6,127.9,137.3,136.25,136.05,138.3,140.14999999999998,143.7,146.1
Scientific time keeping device,1316060002,0.00304,120.15,141.85,165.2,179.75,185.5,188.25,194.45,202.95,211.7,217.75,223.9
Clock,1316060003,0.00513,111.95,120.0,122.65,122.6,124.25,128.95,130.8,130.8,136.7,164.35,175.0
"g. Manufacture of irradiation, electromedical and electrotherapeutic equipment",1316070000,0.05546,103.1,108.25,107.15,104.55,103.69999999999999,102.75,103.2,103.65,103.85,107.35,108.9
"Electro-diagnostic apparatus, used in medical, surgical, dental or veterinary sciences",1316070001,0.04848,102.3,107.0,105.30000000000001,102.3,101.45,100.9,101.69999999999999,102.25,101.5,103.8,105.3
X-ray equipment,1316070002,0.00698,108.55,116.7,120.05,120.25,119.65,115.65,113.80000000000001,113.0,120.0,132.1,133.9
h. Manufacture of optical instruments and photographic equipment,1316080000,0.00751,103.75,106.75,103.25,98.05,100.19999999999999,108.95,108.85,108.55000000000001,99.95,99.3,100.5
Microscope,1316080001,0.0045,102.05,105.15,102.9,94.80000000000001,96.9,108.8,107.8,110.35,114.6,119.55000000000001,120.9
Sunglasses,1316080002,0.00301,106.4,109.25,103.8,103.0,105.2,109.15,110.44999999999999,105.8,77.94999999999999,69.05,69.9
(Q). MANUFACTURE OF ELECTRICAL EQUIPMENT,1317000000,2.9297,103.65,106.85,109.35,108.6,108.7,110.4,111.65,111.65,116.94999999999999,124.94999999999999,128.8
"a. Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",1317010000,1.29789,100.6,102.6,106.30000000000001,105.3,105.3,106.35,108.25,110.1,115.85,122.30000000000001,126.3
Generators & Alternators,1317010001,0.3902,96.7,95.95,102.6,107.85,111.9,115.75,117.35,118.15,121.45,130.5,137.3
Cooling tower,1317010002,0.00949,108.5,112.15,113.65,116.2,121.75,124.05,125.5,125.5,116.15,133.45,155.3
Rotor/magneto rotor assembly,1317010003,0.0068,99.0,96.35,93.1,91.1,93.25,94.5,93.30000000000001,107.80000000000001,132.0,139.8,136.0
Transformer,1317010004,0.55072,100.94999999999999,105.0,108.4,103.1,100.5,99.2,102.0,104.9,113.05000000000001,115.9,117.5
A C Motor,1317010005,0.02218,102.25,106.2,110.6,112.3,113.85,116.35,118.9,122.8,130.7,139.14999999999998,142.7
Electric & other meters,1317010006,0.04345,100.9,101.55000000000001,100.69999999999999,96.75,94.5,95.15,95.6,96.45,98.2,103.19999999999999,105.6
Electric switch gear control/starter,1317010007,0.02069,103.65,108.69999999999999,110.4,110.7,107.6,105.4,106.75,109.35,114.05,120.30000000000001,123.3
Meter Panel,1317010008,0.05246,101.35,102.0,105.44999999999999,107.8,108.55,111.15,112.44999999999999,112.6,113.1,114.5,115.5
Amplifier,1317010009,0.0011,106.5,108.35,111.15,118.4,119.25,113.95,115.6,116.8,124.25,133.3,134.7
Electrical relay/conductor,1317010010,0.1027,108.05000000000001,110.1,107.85,103.3,103.6,106.85,108.85,109.69999999999999,118.44999999999999,135.14999999999998,142.2
Safety fuse,1317010011,0.00525,111.19999999999999,117.19999999999999,124.05000000000001,125.69999999999999,123.35,121.5,113.4,109.3,109.9,115.75,119.4
Multimeter,1317010012,0.00014,103.9,108.3,116.15,125.4,129.3,130.9,132.85,133.0,133.0,133.65,135.1
Generator parts,1317010013,0.08079,102.9,103.55,105.65,105.45,102.9,102.35,100.95,102.35,104.6,110.80000000000001,115.7
Electrical resistors (except heating resistors),1317010014,0.00732,108.4,107.0,113.8,122.75,125.39999999999999,139.0,148.05,149.5,158.35000000000002,176.45,183.3
Solenoid valve,1317010015,0.0046,112.75,121.8,129.95,134.75,137.8,140.95,147.95,147.5,155.35000000000002,169.7,182.3
b. Manufacture of batteries and accumulators,1317020000,0.23573,106.5,114.4,117.9,120.19999999999999,119.45,117.55000000000001,117.45,117.05,118.25,126.05000000000001,131.9
Dry cells such as torch light batteries,1317020001,0.04299,103.0,116.6,120.35,121.5,121.8,116.55000000000001,115.25,114.3,113.6,120.9,130.3
Lead acid batteries for vehicles & other uses,1317020002,0.00039,111.35,119.0,122.45,120.1,120.8,122.6,121.35,115.55,112.35,116.9,120.4
Electric accumulators,1317020003,0.00207,119.5,112.9,111.15,115.2,123.85,129.4,125.05,122.4,125.25,136.25,137.3
Batteries,1317020004,0.19028,107.15,113.9,117.5,119.95,118.9,117.6,117.85,117.6,119.25,127.1,132.3
c. Manufacture of fibre optic cables for data transmission or live transmission of images,1317030000,0.13327,115.55000000000001,122.4,124.85,120.8,118.25,119.5,120.55,104.65,99.8,108.1,116.6
Fibre Optic Cables,1317030001,0.13327,115.55000000000001,122.4,124.85,120.8,118.25,119.5,120.55,104.65,99.8,108.1,116.6
d. Manufacture of other electronic and electric wires and cables,1317040000,0.42798,105.15,107.35,104.95,100.1,101.85,108.15,110.7,110.80000000000001,125.60000000000001,143.39999999999998,146.3
PVC Insulated Cable,1317040001,0.08292,99.75,104.65,106.8,103.1,104.65,110.75,112.45,111.1,126.65,150.85000000000002,157.2
Jelly Filled Cables,1317040002,0.00366,104.5,110.9,114.35,106.9,103.6,112.45,116.8,119.2,127.1,139.65,144.3
Electric Wires & Cables,1317040003,0.02157,112.05,114.30000000000001,110.65,103.25,102.15,109.65,112.65,112.0,130.5,148.35000000000002,147.7
ACSR Conductors,1317040004,0.04741,105.05000000000001,108.25,111.35,108.95,111.3,115.8,116.15,114.95,121.15,131.45,133.7
Aluminium/Alloy Conductor,1317040005,0.02667,105.1,109.65,113.65,110.85,114.7,124.1,122.80000000000001,120.25,136.0,155.55,161.1
Aluminium wire,1317040006,0.01353,106.2,111.85,113.65,109.4,114.2,120.55000000000001,120.69999999999999,116.8,130.65,155.7,162.2
Copper wire,1317040007,0.07782,105.2,108.75,101.5,91.5,94.55000000000001,104.65,108.75,109.85,133.3,158.95,161.2
Rubber Insulated Cables,1317040008,0.01964,112.55000000000001,104.85,91.55000000000001,80.44999999999999,72.30000000000001,63.3,62.55,62.9,67.6,73.3,74.9
Insulating & flexible wire,1317040009,0.08644,106.0,104.19999999999999,96.7,93.15,94.85,101.7,105.85,108.8,127.35,143.7,144.0
Connector/plug/socket/holder-electric,1317040010,0.04832,106.55000000000001,109.25,110.75,110.05,113.19999999999999,118.30000000000001,122.7,122.8,126.64999999999999,133.5,136.2
"e. Manufacture of wiring devices, electric lighting & display equipment",1317050000,0.26294,99.1,102.5,106.6,109.4,108.75,109.35,109.55,111.1,112.35,115.6,117.2
Electric switch,1317050001,0.17381,95.94999999999999,100.05000000000001,104.69999999999999,109.2,108.25,108.4,107.35,110.05,111.1,113.05,114.3
Light fitting accessories,1317050002,0.03113,107.94999999999999,111.15,119.30000000000001,123.1,124.45,124.45,126.1,123.35,126.9,136.2,138.8
Flourescent tube,1317050003,0.03823,102.85,103.7,103.85,100.85,99.55,102.44999999999999,107.4,108.69999999999999,109.75,113.4,115.2
Incandescent Lamps,1317050004,0.0016,104.05,105.35,105.75,104.75,105.25,107.75,110.35,112.19999999999999,113.55,114.19999999999999,114.2
Electric filament type lamps,1317050005,0.01471,106.9,111.4,112.5,110.55,110.7,111.1,110.25,109.25,108.8,113.8,116.4
Electrical ballast & chokes,1317050006,0.00346,98.44999999999999,98.7,95.85,89.94999999999999,89.8,89.8,89.8,89.8,89.8,89.8,89.8
f. Manufacture of domestic appliances,1317060000,0.366,110.3,115.1,117.0,118.9,120.05000000000001,121.55,121.05,119.25,122.95,131.0,134.1
Refrigerators,1317060001,0.13502,113.9,119.45,120.65,125.15,127.95,129.75,126.19999999999999,123.75,126.05000000000001,130.2,130.8
Electric Mixers/Grinders/Food Processors,1317060002,0.04313,100.25,98.25,93.1,89.45,88.9,90.15,89.95,90.4,98.05,106.35,109.1
Air Coolers,1317060003,0.00697,103.44999999999999,111.1,114.5,114.65,116.85,118.44999999999999,119.3,118.0,118.35,125.35000000000001,130.3
Geyser,1317060004,0.00269,113.44999999999999,112.9,109.6,106.05,101.2,101.5,101.9,101.9,103.25,107.6,111.5
Fan,1317060005,0.0508,102.1,105.0,107.4,108.69999999999999,111.19999999999999,114.05,116.05000000000001,117.0,128.10000000000002,143.85,149.2
Domestic gas stove,1317060006,0.00949,108.30000000000001,118.85,121.44999999999999,117.25,114.2,111.69999999999999,114.44999999999999,119.85,124.44999999999999,128.5,130.8
Washing Machines/Laundry Machines,1317060007,0.0737,109.15,113.35,115.65,116.30000000000001,116.15,114.6,116.1,116.5,121.35,129.8,130.9
Microwave oven,1317060008,0.00206,118.69999999999999,114.35,115.2,114.80000000000001,112.0,107.6,119.55000000000001,121.85,124.19999999999999,125.25,125.7
Electric heaters,1317060009,0.04214,121.69999999999999,133.7,143.89999999999998,147.89999999999998,147.7,153.5,154.0,142.65,136.85000000000002,148.6,160.9
g. Manufacture of other electrical equipment,1317070000,0.20589,102.35,105.35,107.65,106.05,105.25,107.65,108.75,108.9,110.85,114.6,117.4
Electric welding machine,1317070001,0.06077,101.4,101.25,100.15,95.15,93.35,94.6,95.69999999999999,95.35,96.15,101.45,105.8
Motors & other DC equipment,1317070002,0.03353,100.55,100.0,99.85,99.85,102.65,112.75,119.05,119.4,118.8,120.85,124.0
Insulator,1317070003,0.11159,103.4,109.15,114.05,113.80000000000001,112.45,113.19999999999999,112.7,113.15,116.4,119.94999999999999,121.8
(R). MANUFACTURE OF MACHINERY AND EQUIPMENT,1318000000,4.78899,104.44999999999999,106.75,108.85,108.55000000000001,108.2,109.85,112.05,113.25,116.2,122.45,126.2
"a. Manufacture of engines and turbines, except aircraft, vehicle and two wheeler engines",1318010000,0.6384,102.69999999999999,103.25,105.0,105.35,103.35,102.5,103.75,104.94999999999999,111.3,122.30000000000001,126.9
Steam Turbines,1318010001,0.02536,96.4,91.7,91.3,94.55000000000001,91.4,81.75,79.2,80.35,84.4,84.0,81.3
Industrial valve,1318010002,0.61304,102.94999999999999,103.75,105.6,105.8,103.85,103.4,104.7,105.94999999999999,112.4,123.95,128.8
b. Manufacture of fluid power equipment,1318020000,0.16151,106.1,108.25,113.65,115.0,114.6,116.4,118.9,119.65,120.2,124.44999999999999,128.4
Injection pump,1318020001,0.04418,104.80000000000001,108.9,119.25,122.3,119.65,120.7,122.0,123.1,125.19999999999999,129.2,132.9
Hydraulic pump,1318020002,0.00026,107.15,110.85,114.85,115.30000000000001,118.05000000000001,120.05,118.4,115.45,118.9,123.0,126.1
Pneumatic tools,1318020003,0.04017,100.2,100.2,100.95,103.85,105.2,107.75,111.25,113.4,114.6,117.05,118.8
Water pump,1318020004,0.0769,109.95,112.05,117.15,116.65,116.5,118.45,121.1,120.9,120.25,125.6,130.9
"c. Manufacture of other pumps, compressors, taps and valves",1318030000,0.55183,103.94999999999999,108.75,108.3,107.0,107.25,108.8,109.85,111.25,113.0,116.1,117.6
Centrifugal Pumps,1318030001,0.02796,104.85,104.1,106.85,107.8,109.1,110.4,113.05,115.15,119.55,128.8,134.2
Pump sets without motor,1318030002,0.25362,104.35,113.1,111.30000000000001,108.25,110.05,113.9,113.4,111.69999999999999,108.95,110.1,110.9
Air or vacuum pump,1318030003,0.17456,102.3,103.65,104.80000000000001,105.95,103.45,102.4,106.5,111.30000000000001,117.85,121.9,122.4
Air gas compressor including compressor for refrigerator,1318030004,0.05445,105.15,107.7,108.15,107.7,109.25,108.65,109.85,115.69999999999999,118.25,123.05,128.8
Gasket kit,1318030005,0.04124,106.19999999999999,107.7,105.85,102.44999999999999,102.5,102.9,99.9,99.9,105.8,110.44999999999999,112.0
"d. Manufacture of bearings, gears, gearing and driving elements",1318040000,0.34015,103.85,104.25,105.65,104.6,106.05,110.25,110.55000000000001,110.69999999999999,114.0,120.3,124.2
Roller and ball bearings,1318040001,0.28071,103.95,103.7,105.1,104.19999999999999,106.35,111.45,111.35,111.0,114.0,119.75,123.5
Motor Starter,1318040002,0.04757,101.94999999999999,105.35,106.9,105.8,104.25,104.15,106.3,109.25,113.9,122.65,127.1
Clutches and shaft couplings,1318040003,0.01187,107.94999999999999,112.05,112.2,109.45,105.19999999999999,105.65,108.2,109.9,114.45,123.5,127.8
"e. Manufacture of ovens, furnaces and furnace burners",1318050000,0.00837,113.25,103.75,92.69999999999999,81.80000000000001,77.65,78.5,78.7,80.85,77.05000000000001,76.35,79.8
Furnaces & Ovens,1318050001,0.00837,113.25,103.75,92.69999999999999,81.80000000000001,77.65,78.5,78.7,80.85,77.05000000000001,76.35,79.8
f. Manufacture of lifting and handling equipment,1318060000,0.28509,102.30000000000001,104.85,105.30000000000001,103.4,104.15,107.55,111.05000000000001,111.95,115.65,122.65,126.3
Cranes,1318060001,0.0762,101.85,103.35,101.35,93.95,95.0,98.9,108.6,113.5,118.69999999999999,132.5,139.4
"Material handling, lifting and hoisting equipment",1318060002,0.04086,101.55,103.80000000000001,101.55,101.6,102.85,105.35,107.9,108.9,109.80000000000001,112.7,115.6
Hydraulic equipment,1318060003,0.16803,102.69999999999999,105.85,108.05,108.15,108.6,112.0,112.94999999999999,112.0,115.75,120.65,123.0
g. Manufacture of office machinery and equipment,1318070000,0.00582,103.1,117.14999999999999,137.2,130.8,130.2,130.2,130.2,130.2,130.2,130.2,130.2
Reprographic machine and scanners,1318070001,0.00582,103.1,117.14999999999999,137.2,130.8,130.2,130.2,130.2,130.2,130.2,130.2,130.2
h. Manufacture of other general-purpose machinery,1318080000,0.43675,113.7,124.4,129.05,126.2,125.75,128.45,130.3,129.60000000000002,130.5,136.9,143.0
Chillers,1318080001,0.00436,105.75,106.55000000000001,111.65,116.19999999999999,115.65,115.9,120.25,120.15,121.30000000000001,121.85,122.4
Air filters,1318080002,0.25613,118.5,132.9,142.35,136.1,132.95,136.75,139.45,138.05,135.55,139.4,147.1
Air conditioning plant,1318080003,0.00015,83.25,91.30000000000001,104.0,111.35,112.3,112.8,112.3,111.5,113.65,116.05,116.0
Filtration equipment,1318080004,0.13412,107.4,114.25,110.75,113.15,118.2,119.75,119.95,120.25,127.15,138.25,141.3
Conveyors - non-roller type,1318080005,0.00093,97.05,93.25,90.44999999999999,91.80000000000001,93.05000000000001,86.7,82.44999999999999,81.15,81.8,89.1,94.6
Oil pump,1318080006,0.002,105.8,111.5,115.8,117.6,119.05,120.55000000000001,122.75,127.19999999999999,129.85000000000002,135.75,141.3
Deep freezers,1318080007,0.01599,101.45,97.1,98.4,99.0,97.95,95.75,96.05000000000001,95.65,96.9,100.9,104.0
Water purifier,1318080008,0.02307,108.85,114.35,114.75,114.7,113.1,114.94999999999999,117.1,117.75,121.7,132.45,140.2
i. Manufacture of agricultural and forestry machinery,1318090000,0.83265,105.0,106.55,109.5,111.65,112.3,114.25,118.45,120.94999999999999,123.8,131.9,137.2
Agricultural tractors,1318090001,0.52772,104.45,105.35,108.85,112.25,113.8,115.1,117.75,119.65,121.7,127.5,132.1
Harvesters,1318090002,0.00364,103.85,106.95,109.25,109.05,109.55000000000001,108.2,109.1,112.95,122.6,131.5,134.5
Agriculture implements,1318090003,0.26218,106.45,109.30000000000001,110.85,110.5,109.30000000000001,112.55000000000001,119.94999999999999,123.9,128.60000000000002,141.7,148.6
Threshers,1318090004,0.00071,110.85,112.4,115.69999999999999,120.65,122.30000000000001,122.5,124.8,128.85000000000002,133.7,140.4,144.2
Soil preparation & cultivation machinery (other than tractors),1318090005,0.0384,102.85,103.65,110.25,111.9,112.6,115.25,118.69999999999999,119.69999999999999,120.25,125.5,130.7
j. Manufacture of metal-forming machinery and machine tools,1318100000,0.22363,103.7,107.25,109.2,104.0,100.05,100.05,104.35,108.35,110.30000000000001,116.65,120.5
Drilling Machine,1318100001,0.06894,103.15,107.75,110.1,112.25,113.75,114.6,121.35,126.75,124.44999999999999,129.5,135.6
Grinding or polishing machine,1318100002,0.02477,105.55000000000001,115.2,116.1,112.65,111.75,110.9,115.75,118.1,122.3,125.0,127.9
Lathes,1318100003,0.01044,108.85,115.55,117.75,118.75,117.30000000000001,114.1,115.1,116.94999999999999,119.0,121.1,123.2
